Pat                  , Female Gender
Letha                , Female Gender
Betty                , Female Gender
Linda                , Female Gender
Barbara              , Female Gender
Patricia             , Female Gender
Mildred              , Female Gender
Charlene             , Female Gender
Ada                  , Female Gender
Joyce                , Female Gender
Pearlie              , Female Gender
Charles              , Male Gender  
William              , Male Gender  
John                 , Male Gender  
Peggy                , Female Gender
Louise               , Female Gender
Wanda                , Female Gender
Donna                , Female Gender
Levonia              , Female Gender
WILLIAM              , Male Gender  
Carolyn              , Female Gender
Bobby                , Male Gender  
Faye                 , Female Gender
James                , Male Gender  
Pamela               , Female Gender
Gloria               , Female Gender
Alice                , Female Gender
Renee                , Female Gender
Melody               , Female Gender
Roger                , Male Gender  
Lois                 , Female Gender
Michelle             , Female Gender
Thomas               , Male Gender  
W                    , Male Gender  
Howard               , Male Gender  
Gladys               , Female Gender
Bonnie               , Female Gender
Gwendolyn            , Female Gender
Patricia             , Female Gender
MARIE                , Female Gender
Gwendolyn            , Female Gender
Rebecca              , Female Gender
Seymour              , Male Gender  
Bradine              , Female Gender
Levader              , Female Gender
Mildred              , Female Gender
Janie                , Female Gender
Lois                 , Female Gender
Shirley              , Female Gender
Deborah              , Female Gender
Nancy                , Female Gender
Virginia             , Female Gender
Jessica              , Female Gender
Sarah                , Female Gender
Rita                 , Female Gender
Mary                 , Female Gender
Brenda               , Female Gender
Margaret             , Female Gender
Etta                 , Female Gender
Deborah              , Female Gender
